Country Name,Region,ISO,Indicator name,Year,Value,data_country,data_year,higher_is_better,Indicator
Angola,Africa,AGO,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Benin,Africa,BEN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Botswana,Africa,BWA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Burkina Faso,Africa,BFA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Burundi,Africa,BDI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Cabo Verde,Africa,CPV,Female mobile phone ownership as a % of total female population,2019.0,70.82631867,,,True,% of population covered by internet connectivity
Cameroon,Africa,CMR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Central African Rep.,Africa,CAF,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Chad,Africa,TCD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Congo (Rep. of the),Africa,COG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Côte d'Ivoire,Africa,CIV,Female mobile phone ownership as a % of total female population,2019.0,64.33645053,,,True,% of population covered by internet connectivity
Dem. Rep. of the Congo,Africa,COD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Equatorial Guinea,Africa,GNQ,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Eritrea,Africa,ERI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Eswatini,Africa,SWZ,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Ethiopia,Africa,ETH,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Gabon,Africa,GAB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Gambia,Africa,GMB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Ghana,Africa,GHA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Guinea,Africa,GIN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Guinea-Bissau,Africa,GNB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Kenya,Africa,KEN,Female mobile phone ownership as a % of total female population,2019.0,47.03478725,,,True,% of population covered by internet connectivity
Lesotho,Africa,LSO,Female mobile phone ownership as a % of total female population,2019.0,82.79012056,,,True,% of population covered by internet connectivity
Liberia,Africa,LBR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Madagascar,Africa,MDG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Malawi,Africa,MWI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Mali,Africa,MLI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Mauritius,Africa,MUS,Female mobile phone ownership as a % of total female population,2019.0,76.07444205,,,True,% of population covered by internet connectivity
Mozambique,Africa,MOZ,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Namibia,Africa,NAM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Niger,Africa,NER,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Nigeria,Africa,NGA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Rwanda,Africa,RWA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Sao Tome and Principe,Africa,STP,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Senegal,Africa,SEN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Seychelles,Africa,SYC,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Sierra Leone,Africa,SLE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
South Africa,Africa,ZAF,Female mobile phone ownership as a % of total female population,2019.0,79.65113755,,,True,% of population covered by internet connectivity
South Sudan,Africa,SSD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Tanzania,Africa,TZA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Togo,Africa,TGO,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Uganda,Africa,UGA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Zambia,Africa,ZMB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Zimbabwe,Africa,ZWE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Algeria,Arab States,DZA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bahrain,Arab States,BHR,Female mobile phone ownership as a % of total female population,2019.0,100.0,,,True,% of population covered by internet connectivity
Comoros,Arab States,COM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Djibouti,Arab States,DJI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Egypt,Arab States,EGY,Female mobile phone ownership as a % of total female population,2019.0,98.36242599,,,True,% of population covered by internet connectivity
Jordan,Arab States,JOR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Kuwait,Arab States,KWT,Female mobile phone ownership as a % of total female population,2019.0,99.21769073,,,True,% of population covered by internet connectivity
Lebanon,Arab States,LBN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Libya,Arab States,LBY,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Mauritania,Arab States,MRT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Morocco,Arab States,MAR,Female mobile phone ownership as a % of total female population,2019.0,93.73244679,,,True,% of population covered by internet connectivity
Oman,Arab States,OMN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Palestine,Arab States,WBG,Female mobile phone ownership as a % of total female population,2019.0,70.45949762,,,True,% of population covered by internet connectivity
Qatar,Arab States,QAT,Female mobile phone ownership as a % of total female population,2019.0,99.56881302,,,True,% of population covered by internet connectivity
Saudi Arabia,Arab States,SAU,Female mobile phone ownership as a % of total female population,2019.0,95.38893976,,,True,% of population covered by internet connectivity
Somalia,Arab States,SOM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Sudan,Arab States,SDN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Syrian Arab Republic,Arab States,SYR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Tunisia,Arab States,TUN,Female mobile phone ownership as a % of total female population,2019.0,76.67699082,,,True,% of population covered by internet connectivity
United Arab Emirates,Arab States,ARE,Female mobile phone ownership as a % of total female population,2019.0,100.0,,,True,% of population covered by internet connectivity
Yemen,Arab States,YEM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Afghanistan,Asia & Pacific,AFG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Australia,Asia & Pacific,AUS,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bangladesh,Asia & Pacific,BGD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bhutan,Asia & Pacific,BTN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Brunei Darussalam,Asia & Pacific,BRN,Female mobile phone ownership as a % of total female population,2019.0,98.69970615,,,True,% of population covered by internet connectivity
Cambodia,Asia & Pacific,KHM,Female mobile phone ownership as a % of total female population,2019.0,93.21578162,,,True,% of population covered by internet connectivity
China,Asia & Pacific,CHN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Fiji,Asia & Pacific,FJI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
"Hong Kong, China",Asia & Pacific,HKG,Female mobile phone ownership as a % of total female population,2019.0,96.51044246,,,True,% of population covered by internet connectivity
India,Asia & Pacific,IND,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Indonesia,Asia & Pacific,IDN,Female mobile phone ownership as a % of total female population,2019.0,58.35215748,,,True,% of population covered by internet connectivity
Iran (Islamic Republic of),Asia & Pacific,IRN,Female mobile phone ownership as a % of total female population,2019.0,57.72898545,,,True,% of population covered by internet connectivity
Japan,Asia & Pacific,JPN,Female mobile phone ownership as a % of total female population,2019.0,91.2968272,,,True,% of population covered by internet connectivity
Kiribati,Asia & Pacific,KIR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Korea (Rep. of),Asia & Pacific,KOR,Female mobile phone ownership as a % of total female population,2019.0,95.3102255,,,True,% of population covered by internet connectivity
Lao P.D.R.,Asia & Pacific,LAO,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
"Macao, China",Asia & Pacific,MAC,Female mobile phone ownership as a % of total female population,2019.0,90.86398132,,,True,% of population covered by internet connectivity
Malaysia,Asia & Pacific,MYS,Female mobile phone ownership as a % of total female population,2019.0,94.4545545,,,True,% of population covered by internet connectivity
Maldives,Asia & Pacific,MDV,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Marshall Islands,Asia & Pacific,MHL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Micronesia,Asia & Pacific,FSM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Mongolia,Asia & Pacific,MNG,Female mobile phone ownership as a % of total female population,2019.0,94.74170385,,,True,% of population covered by internet connectivity
Myanmar,Asia & Pacific,MMR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Nauru,Asia & Pacific,NRU,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Nepal (Republic of),Asia & Pacific,NPL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
New Zealand,Asia & Pacific,NZL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Pakistan,Asia & Pacific,PAK,Female mobile phone ownership as a % of total female population,2019.0,26.3502477,,,True,% of population covered by internet connectivity
Papua New Guinea,Asia & Pacific,PNG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Philippines,Asia & Pacific,PHL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Samoa,Asia & Pacific,WSM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Singapore,Asia & Pacific,SGP,Female mobile phone ownership as a % of total female population,2019.0,88.08850765,,,True,% of population covered by internet connectivity
Solomon Islands,Asia & Pacific,SLB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Sri Lanka,Asia & Pacific,LKA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Thailand,Asia & Pacific,THA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Timor-Leste,Asia & Pacific,TLS,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Tonga,Asia & Pacific,TON,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Tuvalu,Asia & Pacific,TUV,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Vanuatu,Asia & Pacific,VUT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Viet Nam,Asia & Pacific,VNM,Female mobile phone ownership as a % of total female population,2019.0,76.74703415,,,True,% of population covered by internet connectivity
Armenia,CIS,ARM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Azerbaijan,CIS,AZE,Female mobile phone ownership as a % of total female population,2019.0,79.43088186,,,True,% of population covered by internet connectivity
Belarus,CIS,BLR,Female mobile phone ownership as a % of total female population,2019.0,96.25902024,,,True,% of population covered by internet connectivity
Kazakhstan,CIS,KAZ,Female mobile phone ownership as a % of total female population,2019.0,87.68208946,,,True,% of population covered by internet connectivity
Kyrgyzstan,CIS,KGZ,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Russian Federation,CIS,RUS,Female mobile phone ownership as a % of total female population,2019.0,96.97509864,,,True,% of population covered by internet connectivity
Tajikistan,CIS,TJK,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Turkmenistan,CIS,TKM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Uzbekistan,CIS,UZB,Female mobile phone ownership as a % of total female population,2019.0,62.13037603,,,True,% of population covered by internet connectivity
Albania,Europe,ALB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Andorra,Europe,AND,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Austria,Europe,AUT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Belgium,Europe,BEL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bosnia and Herzegovina,Europe,BIH,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bulgaria,Europe,BGR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Croatia,Europe,HRV,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Cyprus,Europe,CYP,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Czech Republic,Europe,CZE,Female mobile phone ownership as a % of total female population,2019.0,97.11053201,,,True,% of population covered by internet connectivity
Denmark,Europe,DNK,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Estonia,Europe,EST,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Finland,Europe,FIN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
France,Europe,FRA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Georgia,Europe,GEO,Female mobile phone ownership as a % of total female population,2019.0,87.85451116,,,True,% of population covered by internet connectivity
Germany,Europe,DEU,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Greece,Europe,GRC,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Hungary,Europe,HUN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Iceland,Europe,ISL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Ireland,Europe,IRL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Israel,Europe,ISR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Italy,Europe,ITA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Latvia,Europe,LVA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Liechtenstein,Europe,LIE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Lithuania,Europe,LTU,Female mobile phone ownership as a % of total female population,2019.0,95.8844738,,,True,% of population covered by internet connectivity
Luxembourg,Europe,LUX,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Malta,Europe,MLT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Moldova,Europe,MDA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Monaco,Europe,MCO,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Montenegro,Europe,MNE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Netherlands,Europe,NLD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
North Macedonia,Europe,MKD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Norway,Europe,NOR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Poland,Europe,POL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Portugal,Europe,PRT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Romania,Europe,ROU,Female mobile phone ownership as a % of total female population,2019.0,95.20593557,,,True,% of population covered by internet connectivity
San Marino,Europe,SMR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Serbia,Europe,SRB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Slovakia,Europe,SVK,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Slovenia,Europe,SVN,Female mobile phone ownership as a % of total female population,2019.0,96.81252233,,,True,% of population covered by internet connectivity
Spain,Europe,ESP,Female mobile phone ownership as a % of total female population,2019.0,97.11854448,,,True,% of population covered by internet connectivity
Sweden,Europe,SWE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Switzerland,Europe,CHE,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Turkey,Europe,TUR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Ukraine,Europe,UKR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
United Kingdom,Europe,GBR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Vatican,Europe,VAT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Antigua and Barbuda,The Americas,ATG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Argentina,The Americas,ARG,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bahamas,The Americas,BHS,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Barbados,The Americas,BRB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Belize,The Americas,BLZ,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Bolivia (Plurinational State of),The Americas,BOL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Brazil,The Americas,BRA,Female mobile phone ownership as a % of total female population,2019.0,85.78722073,,,True,% of population covered by internet connectivity
Canada,The Americas,CAN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Chile,The Americas,CHL,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Colombia,The Americas,COL,Female mobile phone ownership as a % of total female population,2019.0,74.17533432,,,True,% of population covered by internet connectivity
Costa Rica,The Americas,CRI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Cuba,The Americas,CUB,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Dominica,The Americas,DMA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Dominican Rep.,The Americas,DOM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Ecuador,The Americas,ECU,Female mobile phone ownership as a % of total female population,2019.0,58.22951664,,,True,% of population covered by internet connectivity
El Salvador,The Americas,SLV,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Grenada,The Americas,GRD,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Guatemala,The Americas,GTM,Female mobile phone ownership as a % of total female population,2019.0,57.25805223,,,True,% of population covered by internet connectivity
Guyana,The Americas,GUY,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Haiti,The Americas,HTI,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Honduras,The Americas,HND,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Jamaica,The Americas,JAM,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Mexico,The Americas,MEX,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Nicaragua,The Americas,NIC,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Panama,The Americas,PAN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Paraguay,The Americas,PRY,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Peru,The Americas,PER,Female mobile phone ownership as a % of total female population,2019.0,79.03483304,,,True,% of population covered by internet connectivity
Saint Kitts and Nevis,The Americas,KNA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Saint Lucia,The Americas,LCA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Saint Vincent and the Grenadines,The Americas,VCT,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Suriname,The Americas,SUR,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Trinidad and Tobago,The Americas,TTO,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
United States,The Americas,USA,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Uruguay,The Americas,URY,Female mobile phone ownership as a % of total female population,2019.0,84.17362383,,,True,% of population covered by internet connectivity
Venezuela,The Americas,VEN,Female mobile phone ownership as a % of total female population,2019.0,,,,True,% of population covered by internet connectivity
Angola,Africa,AGO,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Benin,Africa,BEN,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Botswana,Africa,BWA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Burkina Faso,Africa,BFA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Burundi,Africa,BDI,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Cabo Verde,Africa,CPV,Male mobile phone ownership as a % of total male population,2019.0,72.52671981,,,True,% of population covered by internet connectivity
Cameroon,Africa,CMR,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Central African Rep.,Africa,CAF,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Chad,Africa,TCD,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Congo (Rep. of the),Africa,COG,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Côte d'Ivoire,Africa,CIV,Male mobile phone ownership as a % of total male population,2019.0,71.03419154,,,True,% of population covered by internet connectivity
Dem. Rep. of the Congo,Africa,COD,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Equatorial Guinea,Africa,GNQ,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Eritrea,Africa,ERI,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Eswatini,Africa,SWZ,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Ethiopia,Africa,ETH,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Gabon,Africa,GAB,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Gambia,Africa,GMB,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Ghana,Africa,GHA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Guinea,Africa,GIN,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Guinea-Bissau,Africa,GNB,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Kenya,Africa,KEN,Male mobile phone ownership as a % of total male population,2019.0,47.59717415,,,True,% of population covered by internet connectivity
Lesotho,Africa,LSO,Male mobile phone ownership as a % of total male population,2019.0,80.02662503,,,True,% of population covered by internet connectivity
Liberia,Africa,LBR,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Madagascar,Africa,MDG,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Malawi,Africa,MWI,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Mali,Africa,MLI,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Mauritius,Africa,MUS,Male mobile phone ownership as a % of total male population,2019.0,80.2890298,,,True,% of population covered by internet connectivity
Mozambique,Africa,MOZ,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Namibia,Africa,NAM,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Niger,Africa,NER,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Nigeria,Africa,NGA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Rwanda,Africa,RWA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Sao Tome and Principe,Africa,STP,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Senegal,Africa,SEN,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Seychelles,Africa,SYC,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Sierra Leone,Africa,SLE,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
South Africa,Africa,ZAF,Male mobile phone ownership as a % of total male population,2019.0,76.54652006,,,True,% of population covered by internet connectivity
South Sudan,Africa,SSD,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Tanzania,Africa,TZA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Togo,Africa,TGO,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Uganda,Africa,UGA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Zambia,Africa,ZMB,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Zimbabwe,Africa,ZWE,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Algeria,Arab States,DZA,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Bahrain,Arab States,BHR,Male mobile phone ownership as a % of total male population,2019.0,100.0,,,True,% of population covered by internet connectivity
Comoros,Arab States,COM,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
Djibouti,Arab States,DJI,Male mobile phone ownership as a % of total male population,2019.0,,,,True,% of population covered by internet connectivity
